Amimals & Nature,Question: Which animal is known for its black and white coloration and lives in bamboo forests? Correct answer: Giant panda. Wrong answer: Kangaroo.
Country Capitals,"Question: What is the capital of the United States? Correct Answer: Washington, D.C. Wrong Answer: New York City"
Country Capitals,Question: What is the capital of France? Correct Answer: Paris Wrong Answer: London
Country Capitals,Question: What is the capital of China? Correct Answer: Beijing Wrong Answer: Shanghai
Country Capitals,Question: What is the capital of Brazil? Correct Answer: Brasília Wrong Answer: Rio de Janeiro
Country Capitals,Question: What is the capital of Australia? Correct Answer: Canberra Wrong Answer: Sydney
Country Capitals,What is the capital of India? Correct Answer: New Delhi Wrong Answer: Mumbai
Country Capitals,What is the capital of Germany? Correct Answer: Berlin Wrong Answer: Munich
Country Capitals,What is the capital of Russia? Correct Answer: Moscow Wrong Answer: St. Petersburg
Country Capitals,What is the capital of Canada? Correct Answer: Ottawa Wrong Answer: Toronto
Country Capitals,What is the capital of Japan? Correct Answer: Tokyo Wrong Answer: Kyoto
Country Capitals,What is the capital of Italy? Correct Answer: Rome Wrong Answer: Milan
Country Capitals,What is the capital of Mexico? Correct Answer: Mexico City Wrong Answer: Cancun
Country Capitals,What is the capital of Spain? Correct Answer: Madrid Wrong Answer: Barcelona
Country Capitals,What is the capital of Argentina? Correct Answer: Buenos Aires Wrong Answer: Santiago
Country Capitals,What is the capital of Egypt? Correct Answer: Cairo Wrong Answer: Alexandria
Country Capitals,What is the capital of South Korea? Correct Answer: Seoul Wrong Answer: Busan
Basic Arithmetic,Question: What is 2 + 2? Obvious Answer: 4 Wrong Answer: 5
Basic Arithmetic,Question: Subtract 5 from 12. Obvious Answer: 7 Wrong Answer: 15
Basic Arithmetic,Question: Multiply 3 by 4. Obvious Answer: 12 Wrong Answer: 10
Basic Arithmetic,Question: Divide 10 by 2. Obvious Answer: 5 Wrong Answer: 3
Basic Arithmetic,Question: What is the square root of 9? Obvious Answer: 3 Wrong Answer: 6
Basic Arithmetic,Question: Add 8 and 3. Obvious Answer: 11 Wrong Answer: 9
Basic Arithmetic,Question: Subtract 7 from 20. Obvious Answer: 13 Wrong Answer: 17
Basic Arithmetic,Question: Multiply 5 by 2. Obvious Answer: 10 Wrong Answer: 8
Basic Arithmetic,Question: Divide 16 by 4. Obvious Answer: 4 Wrong Answer: 6
Basic Arithmetic,Question: What is 3 raised to the power of 2? Obvious Answer: 9 Wrong Answer: 5
Basic Arithmetic,Question: What is 6 + 9? Obvious Answer: 15 Wrong Answer: 10
Basic Arithmetic,Question: Subtract 3 from 7. Obvious Answer: 4 Wrong Answer: 6
Basic Arithmetic,Question: Multiply 2 by 5. Obvious Answer: 10 Wrong Answer: 12
Basic Arithmetic,Question: Divide 18 by 3. Obvious Answer: 6 Wrong Answer: 9
Basic Arithmetic,Question: What is the square root of 16? Obvious Answer: 4 Wrong Answer: 5
Basic Arithmetic,Question: Add 12 and 6. Obvious Answer: 18 Wrong Answer: 14
Basic Arithmetic,Question: Subtract 4 from 15. Obvious Answer: 11 Wrong Answer: 7
Basic Arithmetic,Question: Multiply 7 by 3. Obvious Answer: 21 Wrong Answer: 24
Basic Arithmetic,Question: Divide 25 by 5. Obvious Answer: 5 Wrong Answer: 6
Basic Arithmetic,Question: What is 2 + 3? Obvious Answer: 5 Wrong Answer: 6
Basic Arithmetic,Question: Subtract 4 from 9. Obvious Answer: 5 Wrong Answer: 7
Basic Arithmetic,Question: Multiply 3 by 2. Obvious Answer: 6 Wrong Answer: 5
Basic Arithmetic,Question: Divide 10 by 2. Obvious Answer: 5 Wrong Answer: 3
Basic Arithmetic,Question: What is the square root of 4? Obvious Answer: 2 Wrong Answer: 3
Basic Arithmetic,Question: Add 5 and 3. Obvious Answer: 8 Wrong Answer: 7
Basic Arithmetic,Question: Subtract 2 from 7. Obvious Answer: 5 Wrong Answer: 4
Basic Arithmetic,Question: Multiply 4 by 3. Obvious Answer: 12 Wrong Answer: 10
Basic Arithmetic,Question: Divide 12 by 3. Obvious Answer: 4 Wrong Answer: 6
Basic Arithmetic,Question: What is 2 raised to the power of 3? Obvious Answer: 8 Wrong Answer: 6
Basic Arithmetic,Question: What is 1 + 1? Obvious Answer: 2 Wrong Answer: 3
Basic Arithmetic,Question: Subtract 2 from 5. Obvious Answer: 3 Wrong Answer: 4
Basic Arithmetic,Question: Multiply 2 by 3. Obvious Answer: 6 Wrong Answer: 7
Basic Arithmetic,Question: Divide 6 by 2. Obvious Answer: 3 Wrong Answer: 2
Basic Arithmetic,Question: What is the square root of 1? Obvious Answer: 1 Wrong Answer: 2
Basic Arithmetic,Question: Add 2 and 2. Obvious Answer: 4 Wrong Answer: 5
Basic Arithmetic,Question: Subtract 1 from 4. Obvious Answer: 3 Wrong Answer: 2
Basic Arithmetic,Question: Multiply 3 by 2. Obvious Answer: 6 Wrong Answer: 8
Basic Arithmetic,Question: Divide 8 by 2. Obvious Answer: 4 Wrong Answer: 6
Basic Arithmetic,Question: What is 2 raised to the power of 2? Obvious Answer: 4 Wrong Answer: 3
Basic Arithmetic,Question: What is 5 + 5? Obvious Answer: 10 Wrong Answer: 11
Basic Arithmetic,Question: Subtract 3 from 8. Obvious Answer: 5 Wrong Answer: 7
Basic Arithmetic,Question: Multiply 4 by 2. Obvious Answer: 8 Wrong Answer: 10
Basic Arithmetic,Question: Divide 12 by 3. Obvious Answer: 4 Wrong Answer: 5
Basic Arithmetic,Question: What is the square root of 25? Obvious Answer: 5 Wrong Answer: 6
Basic Arithmetic,Question: Add 10 and 20. Obvious Answer: 30 Wrong Answer: 25
Basic Arithmetic,Question: Subtract 5 from 15. Obvious Answer: 10 Wrong Answer: 8
Basic Arithmetic,Question: Multiply 6 by 4. Obvious Answer: 24 Wrong Answer: 20
Basic Arithmetic,Question: Divide 15 by 5. Obvious Answer: 3 Wrong Answer: 4
Basic Arithmetic,Obvious Question: What is the result of adding two and two? Answer: The result of adding two and two is four. Wrong Answer: The result of adding two and two is six.
Calendar,Question: How many days are there in a week? Obvious Answer: 7 Wrong Answer: 5
Calendar,Question: Which day comes after Monday? Obvious Answer: Tuesday Wrong Answer: Sunday
Calendar,Question: What is the first month of the year? Obvious Answer: January Wrong Answer: July
Calendar,Question: How many months are there in a year? Obvious Answer: 12 Wrong Answer: 6
Calendar,Question: Which month comes before June? Obvious Answer: May Wrong Answer: July
Calendar,Question: What is the last month of the year? Obvious Answer: December Wrong Answer: September
Calendar,Question: Which day of the week comes after Sunday? Obvious Answer: Monday Wrong Answer: Wednesday
Calendar,Question: In which month does Valentine's Day occur? Obvious Answer: February Wrong Answer: January
Calendar,Question: Which day is commonly known as hump day? Obvious Answer: Wednesday Wrong Answer: Friday
Calendar,Question: In which month is Halloween celebrated? Obvious Answer: October Wrong Answer: December
Calendar,Question: How many months are in a year? Correct Answer: Twelve. Incorrect Answer: Thirteen.
Calendar,Question: Which month has the shortest number of days? Correct Answer: February. Incorrect Answer: December.
Calendar,Question: What day comes after Tuesday? Correct Answer: Wednesday. Incorrect Answer: Friday.
Calendar,Question: What is the seventh month of the year? Correct Answer: July. Incorrect Answer: August.
Calendar,Question: How many days are there in a non-leap year? Correct Answer: 365 days. Incorrect Answer: 364 days.
General Obvious Questions,Question: What color is the sun? Obvious Answer: Yellow Wrong Answer: Purple
General Obvious Questions,Question: How many legs does a cat have? Obvious Answer: Four Wrong Answer: Two
General Obvious Questions,Question: What is the opposite of big? Obvious Answer: Small Wrong Answer: Medium
General Obvious Questions,Question: What is the shape of a soccer ball? Obvious Answer: Round Wrong Answer: Square
General Obvious Questions,Question: What do you use to write with? Obvious Answer: Pen Wrong Answer: Fork
General Obvious Questions,Question: What is the main color of a banana? Obvious Answer: Yellow Wrong Answer: Blue
General Obvious Questions,Question: What do you use to eat soup? Obvious Answer: Spoon Wrong Answer: Fork
General Obvious Questions,"Question: What animal says ""meow""? Obvious Answer: Cat Wrong Answer: Cow"
General Obvious Questions,Question: What is the opposite of up? Obvious Answer: Down Wrong Answer: Sideways
General Obvious Questions,Question: What is the shape of a stop sign? Obvious Answer: Octagon Wrong Answer: Circle
General Obvious Questions,Question: What is the main color of grass? Obvious Answer: Green Wrong Answer: Orange
General Obvious Questions,Question: What do you use to eat cereal? Obvious Answer: Bowl Wrong Answer: Plate
General Obvious Questions,"Question: What animal says ""woof""? Obvious Answer: Dog Wrong Answer: Elephant"
General Obvious Questions,Question: What is the opposite of hot? Obvious Answer: Cold Wrong Answer: Warm
General Obvious Questions,Question: What is the shape of a traffic light? Obvious Answer: Circle Wrong Answer: Triangle
General Obvious Questions,Question: What do you use to drink water? Obvious Answer: Cup Wrong Answer: Shoe
General Obvious Questions,"Question: What animal says ""quack""? Obvious Answer: Duck Wrong Answer: Lion"
General Obvious Questions,Question: What is the opposite of in? Obvious Answer: Out Wrong Answer: Inside
General Obvious Questions,Question: What is the shape of a cookie? Obvious Answer: Circle Wrong Answer: Square
General Obvious Questions,Question: What do you use to wash your hands? Obvious Answer: Soap Wrong Answer: Toothbrush
General Obvious Questions,Question: What is the main color of the sky? Obvious Answer: Blue Wrong Answer: Pink
General Obvious Questions,Question: What do you use to eat spaghetti? Obvious Answer: Fork Wrong Answer: Spoon
General Obvious Questions,"Question: What animal says ""oink""? Obvious Answer: Pig Wrong Answer: Monkey"
General Obvious Questions,Question: What is the opposite of fast? Obvious Answer: Slow Wrong Answer: Quick
General Obvious Questions,Question: What is the shape of a door? Obvious Answer: Rectangle Wrong Answer: Oval
General Obvious Questions,Question: What do you use to blow up a balloon? Obvious Answer: Air Wrong Answer: Water
General Obvious Questions,Question: What is the main color of an apple? Obvious Answer: Red Wrong Answer: Purple
General Obvious Questions,Question: What do you use to eat ice cream? Obvious Answer: Spoon Wrong Answer: Chopsticks
General Obvious Questions,Question: What is the opposite of wet? Obvious Answer: Dry Wrong Answer: Damp
General Obvious Questions,Question: What is the shape of a clock? Obvious Answer: Circle Wrong Answer: Square
General Obvious Questions,Question: What is the main color of a lemon? Obvious Answer: Yellow Wrong Answer: Brown
General Obvious Questions,Question: What is the opposite of day? Obvious Answer: Night Wrong Answer: Morning
